Level	No	Chinese	Pinyin	English
6	1386	破例	pòlì	Make an exception
6	1387	迫不及待	pòbùjídài	Unable to hold oneself back
6	1388	迫害	pòhài	persecution
6	1389	魄力	pòlì	Courage
6	1390	扑	pū	Flutter
6	1391	铺	pū	spread
6	1392	普及	pǔjí	Universal
6	1393	朴实	pǔshí	simple
6	1394	朴素	pǔsù	simple
6	1395	瀑布	pùbù	Waterfall
6	1396	期望	qīwàng	Expect
6	1397	期限	qīxiàn	term
6	1398	欺负	qīfu	bully
6	1399	欺骗	qīpiàn	Deception
6	1400	凄凉	qīliáng	Desolate
6	1401	奇妙	qímiào	wonderful
6	1402	旗袍	qípáo	cheongsam
6	1403	旗帜	qízhì	flag
6	1404	齐全	qíquán	complete; all ready
6	1405	齐心协力	qíxīn-xiélì	Make concerted efforts
6	1406	歧视	qíshì	discrimination
6	1407	起草	qǐcǎo	Draft
6	1408	起初	qǐchū	at first
6	1409	起伏	qǐfú	undulate
6	1410	起哄	qǐhòng	kick up a row
6	1411	起码	qǐmǎ	Minimum, at least
6	1412	起源	qǐyuán	origin
6	1413	启程	qǐchéng	set out
6	1414	启示	qǐshì	enlightenment
6	1415	启事	qǐshì	Notice
6	1416	启蒙	qǐméng	enlightenment
6	1417	乞丐	qǐgài	Beggar
6	1418	企图	qǐtú	Attempt
6	1419	岂有此理	qǐyǒu-cǐlǐ	outrageous; preposterous
6	1420	器材	qìcái	equipment
6	1421	器官	qìguān	organ
6	1422	气概	qìgài	Spirit
6	1423	气功	qìgōng	Qigong (a system of breathing technique)
6	1424	气魄	qìpò	Verve
6	1425	气色	qìsè	Look
6	1426	气势	qìshì	vigor
6	1427	气味	qìwèi	smell
6	1428	气象	qìxiàng	Meteorological
6	1429	气压	qìyā	pressure
6	1430	气质	qì zhì	temperament
6	1431	迄今为止	qìjīn-wéizhǐ	So far
6	1432	掐	qiā	Pinch
6	1433	恰当	qiàdàng	appropriate
6	1434	恰到好处	qiàdàohǎochù	just right
6	1435	恰巧	qiàqiǎo	Just
6	1436	洽谈	qiàtán	talk over with
6	1437	牵	qiān	Pull
6	1438	牵扯	qiānchě	Involved
6	1439	牵制	qiānzhì	hold down
6	1440	千方百计	qiānfāng-bǎijì	Make every attempt
6	1441	签署	qiānshǔ	sign; affix to; subscribe
6	1442	迁就	qiānjiù	indulge
6	1443	迁徙	qiānxǐ	migrate
6	1444	谦逊	qiānxùn	Modest
6	1445	前景	qiánjǐng	prospect
6	1446	前提	qiántí	precondition
6	1447	潜力	qiánlì	potential
6	1448	潜水	qiánshuǐ	Diving
6	1449	潜移默化	qiányí-mòhuà	Influence character by environment
6	1450	谴责	qiǎnzé	condemn; accuse; censure
6	1451	强制	qiángzhì	force; oblige
6	1452	抢劫	qiǎngjié	Robbery
6	1453	抢救	qiǎngjiù	rescue
6	1454	强迫	qiǎngpò	Force
6	1455	桥梁	qiáoliáng	bridge
6	1456	翘	qiào	Alice
6	1457	窍门	qiàomén	trick
6	1458	锲而不舍	qiè’érbùshě	Keep on carving
6	1459	切实	qièshí	practical
6	1460	亲密	qīnmì	close
6	1461	亲热	qīnrè	Affectionate
6	1462	侵犯	qīnfàn	Violation
6	1463	侵略	qīnlüè	aggression
6	1464	钦佩	qīnpèi	admire
6	1465	勤俭	qínjiǎn	hardworking and thrifty
6	1466	勤劳	qínláo	industrious
6	1467	清澈	qīngchè	clear
6	1468	清晨	qīngchén	Early morning
6	1469	清除	qīngchú	Eliminate
6	1470	清洁	qīngjié	clean
6	1471	清理	qīnglǐ	Clear
6	1472	清晰	qīngxī	clear
6	1473	清醒	qīngxǐng	Sober
6	1474	清真	qīngzhēn	Muslim
6	1475	倾听	qīngtīng	Listen for
6	1476	倾向	qīngxiàng	inclination
6	1477	倾斜	qīngxié	tilt
6	1478	晴朗	qínglǎng	sunny
6	1479	情报	qíngbào	intelligence
6	1480	情节	qíngjié	plot
6	1481	情理	qínglǐ	Reason
6	1482	情形	qíngxíng	Situation
6	1483	请柬	qǐngjiǎn	Invitation card
6	1484	请教	qǐngjiào	Consult
6	1485	请示	qǐngshì	For instructions
6	1486	请帖	qǐngtiě	Invitation
6	1487	丘陵	qiūlíng	hill
6	1488	区分	qūfēn	Distinguish
6	1489	区域	qūyù	region
6	1490	屈服	qūfú	submit; give in; bend
6	1491	曲折	qūzhé	Tortuous
6	1492	驱逐	qūzhú	drive out; banish
6	1493	渠道	qúdào	channel
6	1494	取缔	qǔdì	Ban
6	1495	曲子	qǔzi	Tune
6	1496	趣味	qùwèi	Interest
6	1497	圈套	quāntào	trap
6	1498	全局	quánjú	Overall situation
6	1499	全力以赴	quánlìyǐfù	do one’s level best; go all out
6	1500	权衡	quánhéng	Balance
6	1501	权威	quánwēi	authority
6	1502	拳头	quántou	fist
6	1503	犬	quǎn	dog
6	1504	缺口	quēkǒu	breach; gap
6	1505	缺席	quēxí	Absent
6	1506	缺陷	quēxiàn	defect
6	1507	瘸	qué	Lame
6	1508	确保	quèbǎo	ensure
6	1509	确立	quèlì	establish
6	1510	确切	quèqiè	exact; definite
6	1511	确信	quèxìn	Sure
6	1512	群众	qúnzhòng	The masses
6	1513	染	rǎn	dye
6	1514	嚷	rǎng	Shout
6	1515	让步	ràngbù	give in; concede to
6	1516	饶恕	ráoshù	Forgive
6	1517	扰乱	rǎoluàn	Disturb
6	1518	惹祸	rěhuò	Trouble
6	1519	热泪盈眶	rèlèi-yíngkuàng	one’s eyes brimming with tears
6	1520	热门	rèmén	Hot
6	1521	人道	réndào	Humanity
6	1522	人格	réngé	personality
6	1523	人工	réngōng	artificial
6	1524	人家	rénjiā	family
6	1525	人间	rénjiān	Human world
6	1526	人士	rénshì	Personage
6	1527	人为	rénwéi	artificial
6	1528	人性	rénxìng	human nature
6	1529	人质	rénzhì	Hostage
6	1530	仁慈	réncí	Kind
6	1531	忍耐	rěnnài	Exercise patience
6	1532	忍受	rěnshòu	bear
6	1533	认定	rèndìng	cognizance
6	1534	认可	rènkě	certificate; ratify
6	1535	任命	rènmìng	Appointment
6	1536	任性	rènxìng	Wayward
6	1537	任意	rènyì	Arbitrarily
6	1538	任重道远	rènzhòng-dàoyuǎn	Take a heavy burden and embark on a long road
6	1539	仍旧	réngjiù	still
6	1540	日新月异	rìxīn-yuèyì	Change rapidly
6	1541	日益	rìyì	increasingly
6	1542	融化	rónghuà	thaw
6	1543	融洽	róngqià	harmonious
6	1544	溶解	róngjiě	dissolve; melt
6	1545	容貌	róngmào	appearance
6	1546	容纳	róngnà	accommodate; contain; hold
6	1547	容器	róngqì	container
6	1548	容忍	róngrěn	tolerate
6	1549	荣幸	róngxìng	To be honored
6	1550	荣誉	róngyù	Honor
6	1551	揉	róu	Knead
6	1552	柔和	róuhé	soft
6	1553	儒家	rújiā	Confucianism
6	1554	弱点	ruòdiǎn	weakness
6	1555	若干	ruògān	a certain number or amount
6	1556	撒谎	sāhuǎng	Lie
6	1557	散文	sǎnwén	Prose
6	1558	散布	sànbù	spread
6	1559	散发	sànfā	Emission
6	1560	丧失	sàngshī	lose
6	1561	骚扰	sāorǎo	harassment
6	1562	嫂子	sǎozi	Sister-in-law
6	1563	刹车	shāchē	brake
6	1564	啥	shá	what
6	1565	筛选	shāixuǎn	screen
6	1566	山脉	shānmài	Mountain range
6	1567	闪烁	shǎnshuò	Twinkle
6	1568	擅长	shàncháng	Be good at
6	1569	擅自	shànzì	do sth, without authorization
6	1570	商标	shāngbiāo	trademark
6	1571	伤脑筋	shāngnǎojīn	troublesome
6	1572	上级	shàngjí	Superior
6	1573	上进	shàngjìn	Desire to advance
6	1574	上任	shàngrèn	take up an official post
6	1575	上瘾	shàngyǐn	Addiction
6	1576	上游	shàngyóu	Upper reaches
6	1577	尚且	shàngqiě	yet
6	1578	捎	shāo	take along sth. to sb
6	1579	梢	shāo	end; tip
6	1580	哨	shào	whistle
6	1581	奢侈	shēchǐ	luxurious
6	1582	舌头	shétou	Tongue
6	1583	设立	shèlì	Establish
6	1584	设想	shèxiǎng	imagine， conceive
6	1585	设置	shèzhì	Set up
6	1586	社区	shèqū	Community
6	1587	涉及	shèjí	Involve
6	1588	摄氏度	shèshìdù	Centigrade
6	1589	深奥	shēn’ào	profound
6	1590	深沉	shēnchén	deep
6	1591	深情厚谊	shēnqíng-hòuyì	Profound sentiments of friendship
6	1592	申报	shēnbào	declare
6	1593	绅士	shēnshì	gentleman
6	1594	呻吟	shēnyín	moan
6	1595	神经	shénjīng	nerve
6	1596	神奇	shénqí	Magical
6	1597	神气	shénqì	Air, expression
6	1598	神圣	shénshèng	sacred
6	1599	神态	shéntài	expression
6	1600	神仙	shénxiān	supernatural being; immortal; fairy
6	1601	审查	shěnchá	Examination
6	1602	审理	shěnlǐ	hear; try (law)
6	1603	审美	shěnměi	taste
6	1604	审判	shěnpàn	Trial
6	1605	渗透	shèntòu	Infiltration
6	1606	慎重	shènzhòng	careful
6	1607	生存	shēngcún	Existence
6	1608	生机	shēngjī	vitality
6	1609	生理	shēnglǐ	Physiology
6	1610	生疏	shēngshū	Strange
6	1611	生态	shēngtài	ecology
6	1612	生物	shēngwù	Biology
6	1613	生肖	shēngxiào	Chinese Zodiac
6	1614	生效	shēngxiào	Take effect
6	1615	生锈	shēngxiù	Rust
6	1616	生育	shēngyù	Birth
6	1617	牲畜	shēngchù	livestock
6	1618	声明	shēngmíng	statement
6	1619	声势	shēngshì	impetus; momentum
6	1620	声誉	shēngyù	reputation
6	1621	省会	shěnghuì	provincial capital
6	1622	盛产	shèngchǎn	abound in; teem with
6	1623	盛开	shèngkāi	In full bloom
6	1624	盛情	shèngqíng	boundless hospitality
6	1625	盛行	shèngxíng	Prevalence
6	1626	胜负	shèngfù	victory and defeat
6	1627	失事	shīshì	crash
6	1628	失误	shīwù	An error
6	1629	失踪	shīzōng	disappear
6	1630	师范	shīfàn	Normal school
6	1631	施加	shījiā	Exert
6	1632	施展	shīzhǎn	Display
6	1633	尸体	shītǐ	body; cadaver
6	1634	拾	shí	pick up, collect
6	1635	十足	shízú	100 percent
6	1636	识别	shíbié	Distinguish
6	1637	时常	shícháng	often
6	1638	时而	shí’ér	from time to time; now … now …
6	1639	时光	shíguāng	time
6	1640	时机	shíjī	Opportunity
6	1641	时事	shíshì	current affairs
6	1642	实惠	shíhuì	substantial
6	1643	实力	shílì	Strength
6	1644	实施	shíshī	Implementation
6	1645	实事求是	shíshìqiúshì	Seek truth from facts
6	1646	实行	shíxíng	Implement
6	1647	实质	shízhì	essence
6	1648	石油	shíyóu	petroleum
6	1649	使命	shǐmìng	Mission
6	1650	是非	shìfēi	right and wrong; quarrel; dispute
6	1651	试图	shìtú	Try
6	1652	试验	shìyàn	test
6	1653	势必	shìbì	Certainly will
6	1654	势力	shìlì	Power
6	1655	世代	shìdài	generation
6	1656	示范	shìfàn	lead the way; demonstrate
6	1657	示威	shìwēi	Demonstration
6	1658	示意	shìyì	hint，signal
6	1659	释放	shìfàng	release
6	1660	事故	shìgù	Accident
6	1661	事迹	shìjì	Deed， story
6	1662	事件	shìjiàn	Event
6	1663	事态	shìtài	situation
6	1664	事务	shìwù	affair
6	1665	事项	shìxiàng	Matter
6	1666	事业	shìyè	career
6	1667	适宜	shìyí	suitable
6	1668	视力	shìlì	Vision
6	1669	视频	shìpín	video
6	1670	视线	shìxiàn	sight
6	1671	视野	shìyě	View
6	1672	逝世	shìshì	Death
6	1673	收藏	shōucáng	Collection
6	1674	收缩	shōusuō	shrink
6	1675	收益	shōuyì	income; profit
6	1676	收音机	shōuyīnjī	radio
6	1677	手法	shǒufǎ	technique
6	1678	手势	shǒushì	gesture
6	1679	手艺	shǒuyì	craft; handicraft
6	1680	首要	shǒuyào	chief; principal
6	1681	首饰	shǒushì	jewelry
6	1682	守护	shǒuhù	Guard
6	1683	受罪	shòuzuì	Suffer
6	1684	授予	shòuyǔ	grant
6	1685	书法	shūfǎ	Calligraphy
6	1686	书籍	shūjí	book
6	1687	书记	shūjì	secretary
6	1688	书面	shūmiàn	in written form
6	1689	舒畅	shūchàng	Happy, entirely free from worry
6	1690	疏忽	shūhū	neglect
6	1691	疏远	shūyuǎn	alienation
6	1692	竖	shù	vertical
6	1693	束	shù	beam
6	1694	束缚	shùfù	Shackles
6	1695	树立	shùlì	Establish
6	1696	数额	shù’é	Amount
6	1697	耍	shuǎ	Play
6	1698	衰老	shuāilǎo	Be senile, grow old
6	1699	衰退	shuāituì	decline
6	1700	率领	shuàilǐng	Lead
6	1701	涮火锅	shuànhuǒguō	have hotpot
6	1702	双胞胎	shuāngbāotāi	Horse hooves
6	1703	爽快	shuǎngkuài	Frank
6	1704	水利	shuǐlì	Water conservancy
6	1705	水龙头	shuǐlóngtóu	Water tap
6	1706	水泥	shuǐní	cement
6	1707	瞬间	shùnjiān	moment
6	1708	司法	sīfǎ	judicial
6	1709	司令	sīlìng	commander
6	1710	思念	sīniàn	miss
6	1711	思索	sīsuǒ	Thinking
6	1712	思维	sīwéi	thinking
6	1713	私自	sīzì	Secretly
6	1714	斯文	sīwen	Gentle
6	1715	死亡	sǐwáng	death
6	1716	四肢	sìzhī	limb
6	1717	寺庙	sìmiào	Temple
6	1718	肆无忌惮	sìwújìdàn	Act recklessly and care for nobody
6	1719	饲养	sìyǎng	Raise
6	1720	耸	sǒng	Shrug
6	1721	艘	sōu	ship
6	1722	苏醒	sūxǐng	Wake up
6	1723	俗话	súhuà	common saying
6	1724	塑造	sùzào	Model
6	1725	素食	sùshí	Vegetarian diet
6	1726	素质	sùzhì	quality
6	1727	诉讼	sùsòng	litigation
6	1728	算数	suànshù	Count
6	1729	随即	suíjí	immediately
6	1730	随意	suíyì	random; casual
6	1731	岁月	suìyuè	Years
6	1732	隧道	suìdào	Tunnel
6	1733	损坏	sǔnhuài	damage
6	1734	索性	suǒxìng	Simply
6	1735	索取	suǒqǔ	request
6	1736	塌	tā	collapse
6	1737	踏实	tāshi	earnest, steady and sure
6	1738	塔	tǎ	tower
6	1739	台风	táifēng	Typhoon
6	1740	太空	tàikōng	Space
6	1741	泰斗	tàidǒu	leading authority
6	1742	瘫痪	tānhuàn	paralysis
6	1743	贪婪	tānlán	Greedy
6	1744	贪污	tānwū	corruption
6	1745	摊	tān	stall
6	1746	弹性	tánxìng	elastic
6	1747	坦白	tǎnbái	Frank
6	1748	探测	tàncè	Probe
6	1749	探索	tànsuǒ	explore
6	1750	探讨	tàntǎo	discuss; probe into
6	1751	探望	tànwàng	Visit
6	1752	叹气	tànqì	Sigh
6	1753	倘若	tǎngruò	If
6	1754	掏	tāo	Dig
6	1755	滔滔不绝	tāotāobùjué	dash along; give it mouth
6	1756	陶瓷	táocí	ceramics
6	1757	陶醉	táozuì	revel in
6	1758	淘汰	táotài	eliminate
6	1759	讨好	tǎohǎo	to please someone
6	1760	特长	tècháng	Specialty
6	1761	特定	tèdìng	given
6	1762	特意	tèyì	specially
6	1763	提拔	tíbá	elevate
6	1764	提炼	tíliàn	abstract; refine
6	1765	提示	tíshì	hint
6	1766	提议	tíyì	proposal
6	1767	题材	tícái	theme
6	1768	体裁	tǐcái	genre
6	1769	体积	tǐjī	volume
6	1770	体谅	tǐliàng	understand; allow for
6	1771	体面	tǐmiàn	Respectable
6	1772	体系	tǐxì	system
6	1773	天才	tiāncái	genius
6	1774	天伦之乐	tiānlúnzhīlè	The happiness of a family union
6	1775	天然气	tiānránqì	Natural gas
6	1776	天生	tiānshēng	Born
6	1777	天堂	tiāntáng	heaven
6	1778	天赋	tiānfù	talent
6	1779	天文	tiānwén	Astronomy
6	1780	田径	tiánjìng	Athletics
6	1781	田野	tiányě	Field
6	1782	舔	tiǎn	lick
6	1783	挑剔	tiāoti	Fastidious
6	1784	条款	tiáokuǎn	clause
6	1785	条理	tiáolǐ	Organized
6	1786	条约	tiáoyuē	Treaty
6	1787	调和	tiáohé	Reconcile
6	1788	调剂	tiáojì	relief; temper
6	1789	调节	tiáojié	adjust
6	1790	调解	tiáojiě	mediate
6	1791	调料	tiáoliào	Seasoning
6	1792	挑拨	tiǎobō	Provoke
6	1793	挑衅	tiǎoxìn	provocation
6	1794	跳跃	tiàoyuè	jump
6	1795	停泊	tíngbó	Anchor
6	1796	停顿	tíngdùn	pause
6	1797	停滞	tíngzhì	stagnation
6	1798	亭子	tíngzi	Pavilion
6	1799	挺拔	tǐngbá	Tall and straight
6	1800	通货膨胀	tōnghuòpéngzhàng	Inflation
6	1801	通俗	tōngsú	popular, common
6	1802	通讯	tōngxùn	communication
6	1803	通用	tōngyòng	currency
6	1804	通缉	tōngjī	list as wanted
6	1805	铜	tóng	copper
6	1806	同胞	tóngbāo	Compatriot
6	1807	同志	tóngzhì	comrade
6	1808	童话	tónghuà	fairy tale
6	1809	统筹兼顾	tǒngchóujiāngù	Take into consideration both needs of the state and the interests of the collectives
6	1810	统计	tǒngjì	Statistics
6	1811	统统	tǒngtǒng	All
6	1812	统治	tǒngzhì	rule
6	1813	投机	tóujī	Speculation
6	1814	投票	tóupiào	vote
6	1815	投诉	tóusù	complaint
6	1816	投降	tóuxiáng	surrender
6	1817	投掷	tóuzhì	Throw
6	1818	透露	tòulù	disclose
6	1819	秃	tū	Bald
6	1820	突破	tūpò	Breach
6	1821	图案	tú’àn	pattern
6	1822	徒弟	túdì	Apprentice
6	1823	途径	tújìng	channel
6	1824	涂抹	túmǒ	Apply
6	1825	土壤	tǔrǎng	soil
6	1826	吞吞吐吐	tūntūntǔtǔ	mutter and mumble
6	1827	团结	tuánjié	Unite
6	1828	团体	tuántǐ	group
6	1829	团圆	tuányuán	reunion
6	1830	推测	tuīcè	Speculation
6	1831	推翻	tuīfān	overthrow
6	1832	推理	tuīlǐ	reasoning
6	1833	推论	tuīlùn	inference
6	1834	推销	tuīxiāo	promote sales
6	1835	脱离	tuōlí	Be divorced from
6	1836	拖延	tuōyán	delay
6	1837	托运	tuōyùn	Consignment
6	1838	妥当	tuǒdang	appropriate
6	1839	妥善	tuǒshàn	proper
6	1840	妥协	tuǒxié	compromise
6	1841	椭圆	tuǒyuán	Ellipse
6	1842	唾弃	tuòqì	cast aside
6	1843	挖掘	wājué	Excavate
6	1844	娃娃	wáwa	A doll
6	1845	瓦解	wǎjiě	collapse
6	1846	哇	wa	wow
6	1847	歪曲	wāiqū	distort
6	1848	外表	wàibiǎo	appearance
6	1849	外行	wàiháng	Layman
6	1850	外界	wàijiè	outside
6	1851	外向	wàixiàng	Extroversion
6	1852	丸	wán	pill
6	1853	完备	wánbèi	complete, maturity
6	1854	完毕	wánbì	Complete
6	1855	玩弄	wánnòng	Play with; flirt with
6	1856	玩意儿	wányìr	Thing
6	1857	顽固	wángù	stubborn
6	1858	顽强	wánqiáng	Tenacious
6	1859	挽回	wǎnhuí	To save
6	1860	挽救	wǎnjiù	save
6	1861	惋惜	wǎnxī	Sorry
6	1862	万分	wànfēn	Extremely
6	1863	往常	wǎngcháng	The usual
6	1864	往事	wǎngshì	Past
6	1865	妄想	wàngxiǎng	mirage; deliria
6	1866	微不足道	wēibùzúdào	Not worth mentioning
6	1867	微观	wēiguān	Microcosmic
6	1868	威风	wēifēng	Prestige
6	1869	威力	wēilì	power
6	1870	威望	wēiwàng	prestige
6	1871	威信	wēixìn	Authority
6	1872	危机	wēijī	crisis
6	1873	违背	wéibèi	Violation
6	1874	维持	wéichí	maintain
6	1875	维护	wéihù	protect
6	1876	维生素	wéishēngsù	Vitamin
6	1877	唯独	wéidú	Only
6	1878	为难	wéinán	Embarrassed
6	1879	为期	wéiqī	by a definite date
6	1880	委托	wěituō	Entrust
6	1881	委员	wěiyuán	Committee member
6	1882	伪造	wěizào	Forge
6	1883	喂（叹词）	wèi	hey
6	1884	未免	wèimiǎn	Rather
6	1885	畏惧	wèijù	Fear
6	1886	卫星	wèixīng	satellite
6	1887	慰问	wèiwèn	Condolences
6	1888	蔚蓝	wèilán	azure
6	1889	温带	wēndài	The temperate zone
6	1890	温和	wēnhé	mild
6	1891	文凭	wénpíng	diploma
6	1892	文物	wénwù	Cultural relic
6	1893	文献	wénxiàn	literature
6	1894	文雅	wényǎ	Elegant
6	1895	文艺	wényì	literature
6	1896	问世	wènshì	The advent of
6	1897	窝	wō	nest
6	1898	乌黑	wūhēi	Black
6	1899	污蔑	wūmiè	Slander
6	1900	诬陷	wūxiàn	Framed
6	1901	无比	wúbǐ	extremely
6	1902	无偿	wúcháng	for free
6	1903	无耻	wúchǐ	shameless
6	1904	无动于衷	wúdòngyúzhōng	Completely indifferent
6	1905	无非	wúfēi	Nothing more than
6	1906	无精打采	wújīngdǎcǎi	Be in the blues
6	1907	无赖	wúlài	Rogue
6	1908	无理取闹	wúlǐqǔnào	Make trouble out of nothing
6	1909	无能为力	wúnéngwéilì	Incapable of action
6	1910	无辜	wúgū	innocent
6	1911	无穷无尽	wúqióngwújìn	Inexhaustible
6	1912	无微不至	wúwēibúzhì	Considerate right down to the most trivial detail
6	1913	无忧无虑	wúyōuwúlǜ	Be light of heart from care
6	1914	无知	wúzhī	ignorance
6	1915	舞蹈	wǔdǎo	Dance
6	1916	武器	wǔqì	arms
6	1917	武侠	wǔxiá	Martial arts
6	1918	武装	wǔzhuāng	Armed forces
6	1919	侮辱	wǔrǔ	insult
6	1920	务必	wùbì	must
6	1921	误差	wùchā	error
6	1922	误解	wùjiě	misunderstand
6	1923	物业	wùyè	property
6	1924	物美价廉	wùměijiàlián	High quality and inexpensive
6	1925	物资	wùzī	goods and materials
6	1926	溪	xī	brook
6	1927	膝盖	xīgài	knee
6	1928	熄灭	xīmiè	crush out; go out
6	1929	昔日	xīrì	The past
6	1930	牺牲	xīshēng	sacrifice
6	1931	夕阳	xīyáng	Setting sun
6	1932	媳妇	xífu	daughter-in-law
6	1933	习俗	xísú	custom
6	1934	袭击	xíjī	A surprise attack
6	1935	喜闻乐见	xǐwénlèjiàn	Love to see and hear
6	1936	喜悦	xǐyuè	Joy
6	1937	系列	xìliè	series
6	1938	细胞	xìbāo	Cells
6	1939	细菌	xìjūn	Bacteria
6	1940	细致	xìzhì	careful
6	1941	霞	xiá	rosy clouds
6	1942	狭隘	xiá’ài	narrow and limited
6	1943	狭窄	xiázhǎi	Narrow
6	1944	峡谷	xiágǔ	Canyon
6	1945	下属	xiàshǔ	subordinate
6	1946	先进	xiānjìn	advanced
6	1947	先前	xiānqián	previously
6	1948	鲜明	xiānmíng	distinct
6	1949	掀起	xiānqǐ	Set off
6	1950	纤维	xiānwéi	fibre
6	1951	弦	xián	string
6	1952	嫌	xián	dislike and avoid
6	1953	嫌疑	xiányí	suspicion
6	1954	闲话	xiánhuà	gossip
6	1955	贤惠	xiánhuì	Virtuous
6	1956	衔接	xiánjiē	joint
6	1957	显著	xiǎnzhù	remarkable
6	1958	现场	xiànchǎng	scene
6	1959	现成	xiànchéng	Ready-made
6	1960	现状	xiànzhuàng	Present situation
6	1961	宪法	xiànfǎ	Constitution
6	1962	陷害	xiànhài	Framed
6	1963	陷入	xiànrù	fall into
6	1964	陷阱	xiànjǐng	trap
6	1965	馅儿	xiànr	Filling
6	1966	线索	xiànsuǒ	Clue
6	1967	相差	xiāngchà	Differ
6	1968	相等	xiāngděng	Equal
6	1969	相辅相成	xiāngfǔxiāngchéng	Exist side by side and play a part together
6	1970	相应	xiāngyìng	Corresponding
6	1971	镶嵌	xiāngqiàn	Set, inlay
6	1972	乡镇	xiāngzhèn	Town
6	1973	想方设法	xiǎngfāngshèfǎ	Try various devices to
6	1974	响亮	xiǎngliàng	loud and clear
6	1975	响应	xiǎngyìng	response
6	1976	巷	xiàng	Alley
6	1977	向导	xiàngdǎo	Guide
6	1978	向来	xiànglái	always
6	1979	向往	xiàngwǎng	Yearn for
6	1980	相声	xiàngsheng	crosstalk
6	1981	消除	xiāochú	eliminate
6	1982	消毒	xiāodú	Disinfection
6	1983	消防	xiāofáng	Fire control
6	1984	消耗	xiāohào	consume
6	1985	消灭	xiāomiè	eliminate
6	1986	销毁	xiāohuǐ	destroy by melting or burning
6	1987	小心翼翼	xiǎoxīnyìyì	With great care
6	1988	效益	xiàoyì	benefit
6	1989	肖像	xiàoxiàng	portrait
6	1990	潇洒	xiāosǎ	chic
6	1991	携带	xiédài	carry
6	1992	协会	xiéhuì	association
6	1993	协商	xiéshāng	consult
6	1994	协调	xiétiáo	coordinate
6	1995	协议	xiéyì	Agreement
6	1996	协助	xiézhù	assist
6	1997	屑	xiè	Chip
6	1998	谢绝	xièjué	decline with thanks
6	1999	泄露	xièlòu	leakage
6	2000	泄气	xièqì	Feel discouraged
6	2001	新陈代谢	xīnchéndàixiè	The new supersedes the old
6	2002	新郎	xīnláng	Groom
6	2003	新娘	xīnniáng	Bride
6	2004	新颖	xīnyǐng	novel
6	2005	心得	xīndé	Experience
6	2006	心灵	xīnlíng	Heart
6	2007	心态	xīntài	mentality
6	2008	心疼	xīnténg	Distressed
6	2009	心血	xīnxuè	Blood
6	2010	心眼儿	xīnyǎnr	Heart, mind, intention
6	2011	心甘情愿	xīngānqíngyuàn	willingly
6	2012	辛勤	xīnqín	Hardworking
6	2013	欣慰	xīnwèi	Gratified
6	2014	欣欣向荣	xīnxīnxiàngróng	Thriving
6	2015	薪水	xīnshui	salary
6	2016	信赖	xìnlài	trust; rely
6	2017	信念	xìnniàn	belief
6	2018	信仰	xìnyǎng	Faith
6	2019	信誉	xìnyù	reputation
6	2020	腥	xīng	Fishy
6	2021	兴隆	xīnglóng	Prosperous
6	2022	兴旺	xīngwàng	Prosperous
6	2023	行政	xíngzhèng	Administration
6	2024	形态	xíngtài	Form
6	2025	刑事	xíngshì	criminal
6	2026	性感	xìnggǎn	sexy
6	2027	性命	xìngmìng	life
6	2028	性能	xìngnéng	performance
6	2029	兴高采烈	xìnggāocǎiliè	Be jubilant
6	2030	兴致勃勃	xìngzhìbóbó	Be in the best of spirits
6	2031	胸怀	xiōnghuái	mind
6	2032	胸膛	xiōngtáng	chest
6	2033	汹涌	xiōngyǒng	turbulent
6	2034	凶恶	xiōng’è	Ferocious
6	2035	凶手	xiōngshǒu	Murderer
6	2036	雄厚	xiónghòu	Abundant
6	2037	雄伟	xióngwěi	Magnificent
6	2038	修复	xiūfù	repair
6	2039	修建	xiūjiàn	build
6	2040	修养	xiūyǎng	training, mastery
6	2041	羞耻	xiūchǐ	Shame
6	2042	绣	xiù	embroidery
6	2043	嗅觉	xiùjué	smell
6	2044	虚假	xūjiǎ	false sham
6	2045	虚荣	xūróng	vanity
6	2046	虚伪	xūwěi	hypocrisy
6	2047	需求	xūqiú	demand
6	2048	须知	xūzhī	Notice
6	2049	许可	xǔkě	Permit
6	2050	酗酒	xùjiǔ	Alcohol
6	2051	畜牧	xùmù	Animal husbandry
6	2052	序言	xùyán	Preface
6	2053	喧哗	xuānhuá	uproar
6	2054	宣誓	xuānshì	Swear an oath
6	2055	宣扬	xuānyáng	Preach
6	2056	悬挂	xuánguà	suspension
6	2057	悬念	xuánniàn	suspense
6	2058	悬殊	xuánshū	disparity
6	2059	悬崖峭壁	xuányáqiàobì	Steep cliff
6	2060	旋律	xuánlǜ	Melody
6	2061	旋转	xuánzhuǎn	rotate
6	2062	选拔	xuǎnbá	Selection
6	2063	选举	xuǎnjǔ	Election
6	2064	选手	xuǎnshǒu	Player
6	2065	炫耀	xuànyào	show off
6	2066	削	xuē	cut
6	2067	削弱	xuēruò	weaken; cripple
6	2068	学说	xuéshuō	theory
6	2069	学位	xuéwèi	Academic degree
6	2070	雪上加霜	xuěshàngjiāshuāng	One disaster after another
6	2071	血压	xuèyā	blood pressure
6	2072	熏陶	xūntáo	The influence of
6	2073	循环	xúnhuán	loop
6	2074	循序渐进	xúnxùjiànjìn	follow in order and advance step by step
6	2075	巡逻	xúnluó	patrol
6	2076	寻觅	xúnmì	Looking for
